step,train_loss,time_seconds
10,1.1376527291077834,19.63322949409485
20,1.1029914489159218,21.942168712615967
30,1.0889771002989548,24.485424518585205
40,1.0862393434231097,27.22160291671753
50,1.0877862581839928,29.334478855133057
60,1.0864108214011559,42.87986207008362
70,1.0779953993283786,45.41160869598389
80,1.070045568392827,48.63241219520569
90,1.0724299687605638,51.40224838256836
100,1.0787352598630464,53.24874210357666
110,1.0690842298360972,55.852174043655396
120,1.076044016617995,57.81520748138428
130,1.0655527665064886,59.93295693397522
140,1.0799729585647584,62.65558052062988
150,1.0763338859264666,65.08063220977783
160,1.0763002707408025,67.4692018032074
170,1.0791264974153958,69.78534936904907
180,1.0687754264244667,71.31453084945679
190,1.0696757160700285,72.80648279190063
200,1.0676734685897826,74.27894353866577
210,1.068881384225992,76.19399952888489
220,1.069586366873521,77.98005080223083
230,1.075670599937439,79.8026180267334
240,1.0748400999949528,81.42196726799011
250,1.0705344200134277,83.13097047805786
260,1.0643029433030349,84.81362557411194
270,1.069669495179103,86.44629406929016
280,1.0682659405928392,88.64775514602661
290,1.0651846665602465,90.29324293136597
300,1.0748489453242376,91.96950960159302
310,1.0620565386918874,93.7921097278595
320,1.067585299565242,95.560879945755
330,1.077451909505404,97.24654412269592
340,1.0736339422372672,100.047767162323
350,1.0665330703441913,101.8878960609436
360,1.0741648802390464,103.69022297859192
370,1.065773018506857,105.43712186813354
380,1.064581951728234,107.12045288085938
390,1.0706514954566955,108.7335422039032
400,1.0666608553666335,110.17686724662781
410,1.0697427951372587,111.85027623176575
420,1.0620842090019813,113.45789361000061
430,1.0634303973271297,115.1672010421753
440,1.0758269970233625,117.12433791160583
450,1.0690192332634558,119.4541392326355
460,1.0656540256280165,123.41711211204529
470,1.0673995623221764,126.21280550956726
480,1.0709955233793993,129.17769289016724
490,1.0671807646751403,132.5026617050171
500,1.0671757514660174,135.5431525707245
510,1.0696091486857489,137.39244985580444
520,1.0749684480520396,139.74392700195312
530,1.0702084027803862,142.71793127059937
540,1.067447080061986,146.6538643836975
550,1.0661621515567485,150.03790020942688
560,1.0664436358671923,153.3717873096466
570,1.0667356922076299,155.33341526985168
580,1.0686532708314749,157.5600447654724
590,1.0756552714567917,160.95563292503357
600,1.0678881681882417,163.07651686668396
610,1.0735585652864896,165.7779757976532
620,1.071039606974675,168.77972102165222
630,1.0601115520183857,171.7102472782135
640,1.0753253643329328,174.95880150794983
650,1.0689804498965925,177.49666142463684
660,1.067916255730849,179.762797832489
670,1.0653494119644165,181.883868932724
680,1.0724332112532395,184.0298614501953
690,1.0610574162923372,186.88090658187866
700,1.0736800597264216,189.24880075454712
710,1.0665068103716924,191.83689260482788
720,1.0677117778704717,194.05366325378418
730,1.0708099952110877,196.1308572292328
740,1.0711665813739484,198.37095832824707
750,1.0701161898099458,200.95898962020874
760,1.072848494236286,203.73093438148499
770,1.0707212860767659,206.53167581558228
780,1.0684932213563185,208.90169668197632
790,1.0698325065466074,212.1060335636139
800,1.0605911750059862,215.10059475898743
810,1.0685137785398042,218.19748425483704
820,1.0638362829501813,220.5536994934082
830,1.066602345613333,223.00864553451538
840,1.0713537344565758,225.67265462875366
850,1.068149317227877,228.99369502067566
860,1.0739445814719566,232.69772100448608
870,1.0661665989802434,236.17774081230164
880,1.0633572844358592,240.8515748977661
890,1.0751219932849592,244.70952534675598
900,1.0642888454290538,248.57304692268372
910,1.073236790070167,252.20847964286804
920,1.071783757209778,255.2376492023468
930,1.0640132115437435,258.5756332874298
940,1.0697856536278358,261.68656039237976
950,1.0728104224571815,264.32943630218506
960,1.0649359391285822,267.14163184165955
970,1.0662176554019636,270.1592433452606
980,1.0682999867659349,273.6286723613739
990,1.0749731650719276,276.2266125679016
1000,1.0689249533873337,279.06298565864563
1010,1.070383541400616,282.5443181991577
1020,1.0667748414553129,286.5018792152405
1030,1.0645835720575774,289.3045263290405
1040,1.06611495751601,292.02413272857666
1050,1.0623595549510076,295.38976526260376
1060,1.076165274473337,299.3462748527527
1070,1.0676190376281738,302.43321561813354
1080,1.0707236647605896,305.1649241447449
1090,1.0688595294952392,307.85929584503174
1100,1.0658570583050067,310.49015974998474
1110,1.0696063023347122,313.2080490589142
1120,1.0687936626947843,315.7706036567688
1130,1.0756384427730854,319.33878540992737
1140,1.0591291290063125,322.1770443916321
1150,1.066716744349553,324.5619878768921
1160,1.0673147880114042,327.7609484195709
1170,1.0686055953686053,330.7042787075043
1180,1.062586388221154,333.7613365650177
1190,1.0639022148572481,336.51256942749023
1200,1.0676373866888194,339.352411031723
1210,1.0655734410652749,342.45797896385193
1220,1.0629983608539288,346.09836602211
1230,1.0633217664865346,349.2947061061859
1240,1.0657330439640926,352.79720401763916
1250,1.072549609037546,356.3887119293213
1260,1.0669794669518105,360.67229413986206
1270,1.064108835733854,364.53554344177246
1280,1.0719294199576745,368.443323135376
1290,1.0580817974530734,372.0999209880829
1300,1.0662057968286367,375.62328004837036
1310,1.069709703555474,379.8676881790161
1320,1.0687486190062303,383.6228506565094
1330,1.0699090994321383,386.4741094112396
1340,1.0744731481258685,389.6220791339874
1350,1.0687841085287242,392.4283537864685
1360,1.0706118968816905,395.24094676971436
1370,1.0679472097983727,398.73976159095764
1380,1.0642838863226083,402.4005448818207
1390,1.0657167012874897,405.9406113624573
1400,1.0639591528819157,409.64727687835693
1410,1.0700187252118036,412.5345604419708
1420,1.062018362375406,416.4665837287903
1430,1.062395547903501,419.65040016174316
